name,gcode,bsMtxNoSrt,primMatrix,isPrim,phi,phi_sym,inPoly,outPoly,inv_phi,bar_phi,invbar_phi,sym_type,mFilling(w/Gcode),genus,arrowpoly,cable_arr_poly,namel,name0
"<a href=""/flatknot/4.10"">4.10</a>",O1O2U1U2O3O4U3U4,"[[ 0 -1  1 -1  1]
 [ 1  0  1  0  0]
 [-1 -1  0  0  0]
 [ 1  0  0  0  1]
 [-1  0  0 -1  0]]","[[ 0  1  1 -1 -1]
 [-1  0  0  0 -1]
 [-1  0  0 -1  0]
 [ 1  0  1  0  0]
 [ 1  1  0  0  0]]",True,"[-1, -1, 1, 1, 0, 0, 1, 1, 0, 0]","[-1, -1, 1, 1, 0, 0, 1, 1, 0, 0]",t^{4} + 2 t^{2} + 1,t^{5} + 6 t^{3} + 5 t,"[-1, -1, 1, 1, 0, 1, 2, 2, 1, 0]","[-1, -1, 1, 1, 0, 1, 2, 2, 1, 0]","[-1, -1, 1, 1, 0, 0, 1, 1, 0, 0]","[0, 0, 1]","[[{1, 4}, {2, 3}], [{3, 4}, {1, 2}]]",0,- 4 K_1^2 + 2 K_2 + 3,-128*K1**4 - 192*K1**2*K2**2 + 288*K1**2*K2 - 80*K1**2 + 128*K1*K2*K3 - 48*K2**4 + 32*K2**2*K4 - 64*K2**2 - 16*K3**2 - 4*K4**2 + 82,"<a href=""/flatknot/4.10"">4.10</a>",4.10
"<a href=""/flatknot/4.11"">4.11</a>",O1O2U1U3O4O3U2U4,"[[ 0 -1  0  1  0]
 [ 1  0  1  1  1]
 [ 0 -1  0  0  0]
 [-1 -1  0  0  0]
 [ 0 -1  0  0  0]]","[[ 0  1  0  0 -1]
 [-1  0  0  0 -1]
 [ 0  0  0  0 -1]
 [ 0  0  0  0 -1]
 [ 1  1  1  1  0]]",True,"[-1, 0, 0, 1, 0, 0, 1, 0, 1, 1]","[-1, 0, 0, 1, 0, 0, 1, 0, 1, 1]",t^{4} + 3 t^{2},t^{5} + 5 t^{3} + 2 t,"[-1, 0, 0, 1, 0, 0, 1, 0, 1, 1]","[-1, 0, 0, 1, 1, 1, 1, 0, 0, 0]","[-1, 0, 0, 1, 1, 1, 1, 0, 0, 0]","[1, 0, 0]","[[{1, 4}, {2, 3}], [{2, 4}, {1, 3}], [{3, 4}, {1, 2}], [{4}, {1, 3}, {2}]]",1,- 4 K_1^2 + 2 K_2 + 3,-192*K1**4 - 224*K1**2*K2**2 + 480*K1**2*K2 - 208*K1**2 + 176*K1*K2*K3 - 48*K2**4 + 32*K2**2*K4 - 152*K2**2 - 32*K3**2 - 4*K4**2 + 170,"<a href=""/flatknot/4.11"">4.11</a>",4.11
"<a href=""/flatknot/5.1"">5.1</a>",O1O2O3O4O5U1U2U3U5U4,"[[ 0 -4 -2  0  3  3]
 [ 4  0  1  2  4  3]
 [ 2 -1  0  1  3  2]
 [ 0 -2 -1  0  2  1]
 [-3 -4 -3 -2  0  0]
 [-3 -3 -2 -1  0  0]]","[[ 0  3  3  0 -2 -4]
 [-3  0  0 -1 -2 -3]
 [-3  0  0 -2 -3 -4]
 [ 0  1  2  0 -1 -2]
 [ 2  2  3  1  0 -1]
 [ 4  3  4  2  1  0]]",True,"[-3, -3, 0, 2, 4, 0, 1, 2, 3, 2, 3, 4, 1, 2, 1]","[-4, -2, 0, 3, 3, 1, 2, 3, 4, 1, 2, 3, 1, 2, 0]",t^{5} + 49 t^{3} + 6 t,t^{6} + 87 t^{4} + 45 t^{2},"[-4, -2, 0, 3, 3, 1, 2, 3, 4, 1, 2, 3, 1, 2, 0]","[-3, -3, 0, 2, 4, 0, 1, 2, 3, 2, 3, 4, 1, 2, 1]","[-4, -2, 0, 3, 3, 1, 2, 3, 4, 1, 2, 3, 1, 2, 0]","[0, 1, 0]","[[{1, 5}, {2, 4}, {3}], [{2, 5}, {1, 4}, {3}], [{4, 5}, {1, 3}, {2}], [{4, 5}, {2, 3}, {1}], [{4, 5}, {3}, {1, 2}], [{4, 5}, {3}, {2}, {1}]]",1,4 K_1^2 K_2 - 4 K_1^2 - 2 K_1 K_3 + K_2,-128*K1**4 - 512*K1**2*K2**4 + 192*K1**2*K2**3 - 320*K1**2*K2**2 + 336*K1**2*K2 - 304*K1**2 + 256*K1*K2**5*K3 + 512*K1*K2**3*K3 + 416*K1*K2*K3 + 96*K1*K3*K4 - 128*K2**6 - 256*K2**4*K3**2 - 32*K2**4*K4**2 + 32*K2**4*K4 - 32*K2**4 + 64*K2**3*K3*K5 + 32*K2**3*K4*K6 - 192*K2**2*K3**2 - 32*K2**2*K4**2 + 40*K2**2*K4 - 8*K2**2*K6**2 - 116*K2**2 + 32*K2*K3*K5 + 16*K2*K4*K6 - 192*K3**2 - 66*K4**2 - 4*K6**2 + 296,"<a href=""/flatknot/5.1"">5.1</a>",5.1
"<a href=""/flatknot/5.2"">5.2</a>",O1O2O3O4O5U1U2U4U5U3,"[[ 0 -4 -2  2  1  3]
 [ 4  0  1  4  2  3]
 [ 2 -1  0  3  1  2]
 [-2 -4 -3  0 -1  1]
 [-1 -2 -1  1  0  1]
 [-3 -3 -2 -1 -1  0]]","[[ 0  3  2  1 -2 -4]
 [-3  0 -1 -1 -2 -3]
 [-2  1  0 -1 -3 -4]
 [-1  1  1  0 -1 -2]
 [ 2  2  3  1  0 -1]
 [ 4  3  4  2  1  0]]",True,"[-3, -2, -1, 2, 4, 1, 1, 2, 3, 1, 3, 4, 1, 2, 1]","[-4, -2, 1, 2, 3, 1, 2, 4, 3, 1, 3, 2, 1, 1, 1]",t^{5} + 47 t^{3} + 6 t,t^{6} + 81 t^{4} + 56 t^{2} + 1,"[-4, -2, 1, 2, 3, 1, 3, 2, 4, 2, 1, 3, 0, 1, 0]","[-3, -2, -1, 2, 4, 0, 1, 3, 4, 0, 1, 2, 2, 3, 1]","[-4, -2, 1, 2, 3, 1, 2, 4, 3, 1, 3, 2, 1, 1, 1]","[0, 0, 0]","[[{1, 5}, {2, 4}, {3}], [{1, 5}, {3, 4}, {2}], [{1, 5}, {4}, {2, 3}], [{1, 5}, {4}, {3}, {2}], [{2, 5}, {1, 4}, {3}], [{2, 5}, {3, 4}, {1}], [{2, 5}, {4}, {1, 3}], [{2, 5}, {4}, {3}, {1}], [{3, 5}, {1, 4}, {2}], [{3, 5}, {2, 4}, {1}], [{3, 5}, {4}, {1, 2}], [{3, 5}, {4}, {2}, {1}], [{4, 5}, {1, 3}, {2}], [{4, 5}, {2, 3}, {1}], [{4, 5}, {3}, {1, 2}], [{4, 5}, {3}, {2}, {1}], [{5}, {1, 4}, {2, 3}], [{5}, {1, 4}, {3}, {2}], [{5}, {2, 4}, {1, 3}], [{5}, {2, 4}, {3}, {1}], [{5}, {3, 4}, {1, 2}], [{5}, {3, 4}, {2}, {1}], [{5}, {4}, {1, 3}, {2}], [{5}, {4}, {2, 3}, {1}], [{5}, {4}, {3}, {1, 2}]]",2,4 K_1^3 + 4 K_1^2 K_2 - 6 K_1^2 - 2 K_1 K_2 - 2 K_1 K_3 - 2 K_1 + 2 K_2 + 1,-128*K1**2*K2**4 + 416*K1**2*K2**3 - 1536*K1**2*K2**2 - 64*K1**2*K2*K4 + 1376*K1**2*K2 - 1032*K1**2 + 736*K1*K2**3*K3 + 96*K1*K2**2*K3*K4 - 480*K1*K2**2*K3 - 96*K1*K2**2*K5 - 32*K1*K2*K3*K4 + 1344*K1*K2*K3 + 112*K1*K3*K4 - 32*K2**6 - 128*K2**4*K3**2 - 32*K2**4*K4**2 + 128*K2**4*K4 - 904*K2**4 + 64*K2**3*K3*K5 + 32*K2**3*K4*K6 - 32*K2**3*K6 - 416*K2**2*K3**2 - 136*K2**2*K4**2 + 648*K2**2*K4 - 8*K2**2*K6**2 - 324*K2**2 + 96*K2*K3*K5 + 40*K2*K4*K6 - 328*K3**2 - 108*K4**2 - 4*K6**2 + 730,"<a href=""/flatknot/5.2"">5.2</a>",5.2
"<a href=""/flatknot/5.3"">5.3</a>",O1O2O3O4O5U1U2U5U4U3,"[[ 0 -4 -2  2  2  2]
 [ 4  0  1  4  3  2]
 [ 2 -1  0  3  2  1]
 [-2 -4 -3  0  0  0]
 [-2 -3 -2  0  0  0]
 [-2 -2 -1  0  0  0]]","[[ 0  2  2  2 -2 -4]
 [-2  0  0  0 -1 -2]
 [-2  0  0  0 -2 -3]
 [-2  0  0  0 -3 -4]
 [ 2  1  2  3  0 -1]
 [ 4  2  3  4  1  0]]",True,"[-2, -2, -2, 2, 4, 0, 0, 1, 2, 0, 2, 3, 3, 4, 1]","[-4, -2, 2, 2, 2, 1, 2, 3, 4, 1, 2, 3, 0, 0, 0]",t^{5} + 44 t^{3} + 6 t,t^{6} + 76 t^{4} + 62 t^{2},"[-4, -2, 2, 2, 2, 1, 2, 3, 4, 1, 2, 3, 0, 0, 0]","[-2, -2, -2, 2, 4, 0, 0, 1, 2, 0, 2, 3, 3, 4, 1]","[-4, -2, 2, 2, 2, 1, 2, 3, 4, 1, 2, 3, 0, 0, 0]","[0, 1, 0]","[[{1, 5}, {2, 4}, {3}], [{3, 5}, {1, 4}, {2}], [{3, 5}, {2, 4}, {1}], [{3, 5}, {4}, {1, 2}], [{3, 5}, {4}, {2}, {1}], [{5}, {2, 4}, {1, 3}]]",1,4 K_1^2 K_2 - 4 K_1^2 - 2 K_2^2 + 1,-32*K2**4*K4**2 + 192*K2**4*K4 - 352*K2**4 + 32*K2**2*K4**3 - 224*K2**2*K4**2 + 496*K2**2*K4 - 176*K2**2 + 64*K2*K4*K6 - 8*K4**4 - 168*K4**2 + 174,"<a href=""/flatknot/5.3"">5.3</a>",5.3
"<a href=""/flatknot/5.4"">5.4</a>",O1O2O3O4O5U1U3U2U5U4,"[[ 0 -4 -1 -1  3  3]
 [ 4  0  2  1  4  3]
 [ 1 -2  0  0  3  2]
 [ 1 -1  0  0  2  1]
 [-3 -4 -3 -2  0  0]
 [-3 -3 -2 -1  0  0]]","[[ 0  3  3 -1 -1 -4]
 [-3  0  0 -1 -2 -3]
 [-3  0  0 -2 -3 -4]
 [ 1  1  2  0  0 -1]
 [ 1  2  3  0  0 -2]
 [ 4  3  4  1  2  0]]",True,"[-3, -3, 1, 1, 4, 0, 1, 2, 3, 2, 3, 4, 0, 1, 2]","[-4, -1, -1, 3, 3, 1, 2, 3, 4, 0, 1, 2, 2, 3, 0]",t^{5} + 48 t^{3} + 7 t,t^{6} + 84 t^{4} + 47 t^{2},"[-4, -1, -1, 3, 3, 1, 2, 3, 4, 0, 1, 2, 2, 3, 0]","[-3, -3, 1, 1, 4, 0, 1, 2, 3, 2, 3, 4, 0, 1, 2]","[-4, -1, -1, 3, 3, 1, 2, 3, 4, 0, 1, 2, 2, 3, 0]","[0, 1, 0]","[[{4, 5}, {2, 3}, {1}]]",1,- 2 K_2^2 + K_4,-256*K1**2*K3**2 - 272*K1**2 + 160*K1*K2*K3 + 576*K1*K3*K4 + 48*K1*K4*K5 + 16*K1*K6*K7 - 24*K2**2 + 16*K2*K3*K5 - 256*K3**2 + 16*K3*K4*K7 - 8*K4**4 + 8*K4**2*K8 - 256*K4**2 - 32*K5**2 - 8*K6**2 - 16*K7**2 - 2*K8**2 + 288,"<a href=""/flatknot/5.4"">5.4</a>",5.4
"<a href=""/flatknot/5.5"">5.5</a>",O1O2O3O4O5U1U3U4U5U2,"[[ 0 -4  1 -1  1  3]
 [ 4  0  4  1  2  3]
 [-1 -4  0 -2  0  2]
 [ 1 -1  2  0  1  2]
 [-1 -2  0 -1  0  1]
 [-3 -3 -2 -2 -1  0]]","[[ 0  3  1  1 -1 -4]
 [-3  0 -1 -2 -2 -3]
 [-1  1  0  0 -1 -2]
 [-1  2  0  0 -2 -4]
 [ 1  2  1  2  0 -1]
 [ 4  3  2  4  1  0]]",True,"[-3, -1, -1, 1, 4, 1, 2, 2, 3, 0, 1, 2, 2, 4, 1]","[-4, -1, 1, 1, 3, 1, 2, 4, 3, 1, 2, 2, 0, 1, 2]",t^{5} + 44 t^{3},t^{6} + 72 t^{4} + 26 t^{2},"[-4, -1, 1, 1, 3, 2, 1, 3, 4, 0, 1, 2, 0, 0, 1]","[-3, -1, -1, 1, 4, 0, 1, 2, 4, 0, 0, 1, 1, 3, 2]","[-4, -1, 1, 1, 3, 1, 2, 4, 3, 1, 2, 2, 0, 1, 2]","[0, 0, 0]","[[{1, 5}, {4}, {2, 3}], [{3, 5}, {4}, {1, 2}], [{4, 5}, {2, 3}, {1}], [{5}, {1, 4}, {2, 3}]]",1,- 8 K_1^4 + 4 K_1^3 + 4 K_1^2 K_2 + 4 K_1^2 - 2 K_1 K_2 - 2 K_1 - 1,256*K1**2*K2**5 - 832*K1**2*K2**4 + 416*K1**2*K2**3 - 400*K1**2*K2**2 + 408*K1**2*K2 - 432*K1**2 + 128*K1*K2**5*K3 + 352*K1*K2**3*K3 + 328*K1*K2*K3 + 32*K1*K3*K4 + 8*K1*K4*K5 - 128*K2**8 + 128*K2**6*K4 - 288*K2**6 - 128*K2**4*K3**2 - 32*K2**4*K4**2 + 64*K2**4*K4 + 80*K2**4 + 32*K2**3*K3*K5 - 48*K2**2*K3**2 - 8*K2**2*K4**2 + 64*K2**2*K4 - 144*K2**2 + 16*K2*K3*K5 - 128*K3**2 - 36*K4**2 - 8*K5**2 + 298,"<a href=""/flatknot/5.5"">5.5</a>",5.5
"<a href=""/flatknot/5.6"">5.6</a>",O1O2O3O4O5U1U3U5U2U4,"[[ 0 -4  0 -1  3  2]
 [ 4  0  3  1  4  2]
 [ 0 -3  0 -1  2  1]
 [ 1 -1  1  0  2  1]
 [-3 -4 -2 -2  0  0]
 [-2 -2 -1 -1  0  0]]","[[ 0  3  2  0 -1 -4]
 [-3  0  0 -2 -2 -4]
 [-2  0  0 -1 -1 -2]
 [ 0  2  1  0 -1 -3]
 [ 1  2  1  1  0 -1]
 [ 4  4  2  3  1  0]]",True,"[-3, -2, 0, 1, 4, 0, 2, 2, 4, 1, 1, 2, 1, 3, 1]","[-4, -1, 0, 2, 3, 1, 3, 2, 4, 1, 1, 2, 1, 2, 0]",t^{5} + 41 t^{3},t^{6} + 71 t^{4} + 15 t^{2},"[-4, -1, 0, 2, 3, 2, 1, 4, 3, 0, 2, 2, 1, 1, 1]","[-3, -2, 0, 1, 4, 1, 1, 2, 3, 1, 2, 4, 0, 1, 2]","[-4, -1, 0, 2, 3, 1, 3, 2, 4, 1, 1, 2, 1, 2, 0]","[0, 0, 0]","[[{1, 5}, {2, 4}, {3}], [{2, 5}, {3, 4}, {1}], [{5}, {1, 4}, {2, 3}]]",1,- 4 K_1^2 - 2 K_1 K_2 - 2 K_1 K_3 + K_1 + 3 K_2 + K_3 + K_4 + 1,-48*K1**2*K2**2 + 272*K1**2*K2 - 160*K1**2*K3**2 - 596*K1**2 + 64*K1*K2*K3**3 + 704*K1*K2*K3 + 176*K1*K3*K4 + 24*K1*K4*K5 + 16*K1*K5*K6 + 8*K1*K6*K7 - 16*K2**4 - 192*K2**2*K3**2 - 8*K2**2*K4**2 + 72*K2**2*K4 - 8*K2**2*K6**2 - 474*K2**2 + 112*K2*K3*K5 + 24*K2*K4*K6 + 8*K2*K5*K7 + 8*K2*K6*K8 - 32*K3**4 - 308*K3**2 - 106*K4**2 - 40*K5**2 - 22*K6**2 - 8*K7**2 - 2*K8**2 + 530,"<a href=""/flatknot/5.6"">5.6</a>",5.6
"<a href=""/flatknot/5.7"">5.7</a>",O1O2O3O4O5U1U3U5U4U2,"[[ 0 -4  1 -1  2  2]
 [ 4  0  4  1  3  2]
 [-1 -4  0 -2  1  1]
 [ 1 -1  2  0  2  1]
 [-2 -3 -1 -2  0  0]
 [-2 -2 -1 -1  0  0]]","[[ 0  2  2  1 -1 -4]
 [-2  0  0 -1 -1 -2]
 [-2  0  0 -1 -2 -3]
 [-1  1  1  0 -2 -4]
 [ 1  1  2  2  0 -1]
 [ 4  2  3  4  1  0]]",True,"[-2, -2, -1, 1, 4, 0, 1, 1, 2, 1, 2, 3, 2, 4, 1]","[-4, -1, 1, 2, 2, 1, 4, 2, 3, 2, 1, 2, 1, 1, 0]",t^{5} + 41 t^{3} + 5 t,t^{6} + 67 t^{4} + 41 t^{2},"[-4, -1, 1, 2, 2, 2, 1, 3, 4, 0, 1, 2, 0, 0, 0]","[-2, -2, -1, 1, 4, 0, 0, 1, 3, 0, 2, 4, 0, 1, 2]","[-4, -1, 1, 2, 2, 1, 4, 2, 3, 2, 1, 2, 1, 1, 0]","[0, 0, 0]","[[{1, 5}, {4}, {2, 3}], [{4, 5}, {2, 3}, {1}], [{5}, {1, 4}, {2, 3}], [{5}, {3, 4}, {1, 2}]]",1,- 2 K_1^2 - 2 K_1 K_3 + 2 K_2 + K_4,-64*K1**4 + 32*K1**3*K2*K3 - 128*K1**2*K2**2 + 280*K1**2*K2 - 192*K1**2*K3**2 - 544*K1**2 + 888*K1*K2*K3 + 184*K1*K3*K4 + 8*K1*K4*K5 + 16*K1*K5*K6 - 8*K2**4 - 192*K2**2*K3**2 + 40*K2**2*K4 - 8*K2**2*K6**2 - 524*K2**2 + 216*K2*K3*K5 + 16*K2*K4*K6 + 8*K2*K6*K8 - 64*K3**4 + 56*K3**2*K6 - 424*K3**2 - 76*K4**2 - 72*K5**2 - 28*K6**2 - 2*K8**2 + 580,"<a href=""/flatknot/5.7"">5.7</a>",5.7
"<a href=""/flatknot/5.8"">5.8</a>",O1O2O3O4O5U1U4U3U5U2,"[[ 0 -4  1  0  0  3]
 [ 4  0  4  2  1  3]
 [-1 -4  0 -1 -1  2]
 [ 0 -2  1  0  0  2]
 [ 0 -1  1  0  0  1]
 [-3 -3 -2 -2 -1  0]]","[[ 0  3  1  0  0 -4]
 [-3  0 -2 -1 -2 -3]
 [-1  2  0 -1 -1 -4]
 [ 0  1  1  0  0 -1]
 [ 0  2  1  0  0 -2]
 [ 4  3  4  1  2  0]]",True,"[-3, -1, 0, 0, 4, 2, 1, 2, 3, 1, 1, 4, 0, 1, 2]","[-4, 0, 0, 1, 3, 1, 2, 4, 3, 0, 1, 1, 1, 2, 2]",t^{5} + 41 t^{3} + 4 t,t^{6} + 67 t^{4} + 28 t^{2} + 1,"[-4, 0, 0, 1, 3, 2, 3, 1, 4, 0, 0, 1, 0, 2, 0]","[-3, -1, 0, 0, 4, 0, 1, 2, 4, 0, 0, 1, 0, 2, 3]","[-4, 0, 0, 1, 3, 1, 2, 4, 3, 0, 1, 1, 1, 2, 2]","[0, 0, 0]","[[{1, 5}, {2, 4}, {3}], [{1, 5}, {3, 4}, {2}], [{1, 5}, {4}, {2, 3}], [{1, 5}, {4}, {3}, {2}], [{2, 5}, {1, 4}, {3}], [{2, 5}, {3, 4}, {1}], [{2, 5}, {4}, {1, 3}], [{2, 5}, {4}, {3}, {1}], [{3, 5}, {1, 4}, {2}], [{3, 5}, {2, 4}, {1}], [{3, 5}, {4}, {1, 2}], [{3, 5}, {4}, {2}, {1}], [{4, 5}, {1, 3}, {2}], [{4, 5}, {2, 3}, {1}], [{4, 5}, {3}, {1, 2}], [{4, 5}, {3}, {2}, {1}], [{5}, {1, 4}, {2, 3}], [{5}, {1, 4}, {3}, {2}], [{5}, {2, 4}, {1, 3}], [{5}, {2, 4}, {3}, {1}], [{5}, {3, 4}, {1, 2}], [{5}, {3, 4}, {2}, {1}], [{5}, {4}, {1, 3}, {2}], [{5}, {4}, {2, 3}, {1}], [{5}, {4}, {3}, {1, 2}]]",2,- 2 K_1^2 - 2 K_1 K_2 - 2 K_1 K_3 + K_1 + 2 K_2 + K_3 + K_4,-64*K1**4 + 32*K1**3*K2*K3 - 160*K1**3*K3 - 112*K1**2*K2**2 + 128*K1**2*K2*K3**2 + 960*K1**2*K2 - 256*K1**2*K3**2 - 1232*K1**2 - 256*K1*K2**2*K3 - 96*K1*K2*K3*K4 + 1208*K1*K2*K3 + 448*K1*K3*K4 + 56*K1*K4*K5 + 8*K1*K5*K6 - 8*K2**4 - 208*K2**2*K3**2 - 8*K2**2*K4**2 + 208*K2**2*K4 - 8*K2**2*K6**2 - 954*K2**2 + 232*K2*K3*K5 + 24*K2*K4*K6 + 8*K2*K5*K7 + 8*K2*K6*K8 + 16*K3**2*K6 - 620*K3**2 + 8*K3*K4*K7 - 248*K4**2 - 92*K5**2 - 22*K6**2 - 8*K7**2 - 2*K8**2 + 1008,"<a href=""/flatknot/5.8"">5.8</a>",5.8
"<a href=""/flatknot/5.9"">5.9</a>",O1O2O3O4O5U1U4U5U2U3,"[[ 0 -4  0  2  0  2]
 [ 4  0  3  4  1  2]
 [ 0 -3  0  1 -1  1]
 [-2 -4 -1  0 -1  1]
 [ 0 -1  1  1  0  1]
 [-2 -2 -1 -1 -1  0]]","[[ 0  2  2  0  0 -4]
 [-2  0  1 -1 -1 -4]
 [-2 -1  0 -1 -1 -2]
 [ 0  1  1  0  1 -1]
 [ 0  1  1 -1  0 -3]
 [ 4  4  2  1  3  0]]",True,"[-2, -2, 0, 0, 4, -1, 1, 1, 4, 1, 1, 2, -1, 1, 3]","[-4, 0, 0, 2, 2, 1, 3, 2, 4, 1, 1, 1, 1, 1, -1]",t^{5} + 36 t^{3} + 7 t,t^{6} + 60 t^{4} + 47 t^{2},"[-4, 0, 0, 2, 2, 1, 3, 2, 4, 1, 1, 1, 1, 1, -1]","[-2, -2, 0, 0, 4, -1, 1, 1, 4, 1, 1, 2, -1, 1, 3]","[-4, 0, 0, 2, 2, 1, 3, 2, 4, 1, 1, 1, 1, 1, -1]","[0, 1, 0]","[[{1, 5}, {2, 4}, {3}], [{3, 5}, {2, 4}, {1}], [{5}, {2, 4}, {1, 3}], [{5}, {2, 4}, {3}, {1}]]",1,- 8 K_1^4 + 4 K_1^2 K_2 + 4 K_1^2 - 1,-128*K2**8 + 128*K2**6*K4 - 256*K2**6 - 32*K2**4*K4**2 + 256*K2**4*K4 - 640*K2**4 - 96*K2**2*K4**2 + 480*K2**2*K4 + 272*K2**2 + 16*K2*K4*K6 - 64*K4**2 + 62,"<a href=""/flatknot/5.9"">5.9</a>",5.9
"<a href=""/flatknot/5.10"">5.10</a>",O1O2O3O4O5U1U4U5U3U2,"[[ 0 -4  1  1  0  2]
 [ 4  0  4  3  1  2]
 [-1 -4  0  0 -1  1]
 [-1 -3  0  0 -1  1]
 [ 0 -1  1  1  0  1]
 [-2 -2 -1 -1 -1  0]]","[[ 0  2  1  1  0 -4]
 [-2  0 -1 -1 -1 -2]
 [-1  1  0  0 -1 -3]
 [-1  1  0  0 -1 -4]
 [ 0  1  1  1  0 -1]
 [ 4  2  3  4  1  0]]",True,"[-2, -1, -1, 0, 4, 1, 1, 1, 2, 0, 1, 3, 1, 4, 1]","[-4, 0, 1, 1, 2, 1, 3, 4, 2, 1, 1, 1, 0, 1, 1]",t^{5} + 35 t^{3} + 3 t,t^{6} + 57 t^{4} + 32 t^{2} + 1,"[-4, 0, 1, 1, 2, 3, 1, 2, 4, 0, 0, 1, 0, 0, 0]","[-2, -1, -1, 0, 4, 0, 0, 1, 4, 0, 0, 1, 0, 2, 3]","[-4, 0, 1, 1, 2, 1, 3, 4, 2, 1, 1, 1, 0, 1, 1]","[0, 0, 0]","[[{2, 5}, {1, 4}, {3}]]",1,4 K_1^2 K_2 - 4 K_1^2 - 2 K_1 K_3 + K_2,-192*K1**4 - 608*K1**2*K2**2 - 192*K1**2*K2*K4 + 1192*K1**2*K2 - 1080*K1**2 + 224*K1*K2**3*K3 + 160*K1*K2**2*K3*K4 - 320*K1*K2**2*K3 - 32*K1*K2**2*K5 - 64*K1*K2*K3*K4 + 1264*K1*K2*K3 + 296*K1*K3*K4 + 24*K1*K4*K5 - 32*K2**4*K4**2 + 96*K2**4*K4 - 288*K2**4 + 32*K2**3*K4*K6 - 32*K2**3*K6 - 288*K2**2*K3**2 - 224*K2**2*K4**2 + 568*K2**2*K4 - 8*K2**2*K6**2 - 852*K2**2 + 104*K2*K3*K5 + 72*K2*K4*K6 - 472*K3**2 - 234*K4**2 - 16*K5**2 - 4*K6**2 + 904,"<a href=""/flatknot/5.10"">5.10</a>",5.10
"<a href=""/flatknot/5.11"">5.11</a>",O1O2O3O4O5U1U5U3U4U2,"[[ 0 -4  1  0  2  1]
 [ 4  0  4  2  3  1]
 [-1 -4  0 -1  1  0]
 [ 0 -2  1  0  1  0]
 [-2 -3 -1 -1  0  0]
 [-1 -1  0  0  0  0]]","[[ 0  2  1  1  0 -4]
 [-2  0  0 -1 -1 -3]
 [-1  0  0  0  0 -1]
 [-1  1  0  0 -1 -4]
 [ 0  1  0  1  0 -2]
 [ 4  3  1  4  2  0]]",True,"[-2, -1, -1, 0, 4, 0, 1, 1, 3, 0, 0, 1, 1, 4, 2]","[-4, 0, 1, 1, 2, 2, 1, 4, 3, 0, 1, 1, 0, 0, 1]",t^{5} + 33 t^{3} + 4 t,t^{6} + 55 t^{4} + 27 t^{2},"[-4, 0, 1, 1, 2, 2, 1, 4, 3, 0, 1, 1, 0, 0, 1]","[-2, -1, -1, 0, 4, 0, 1, 1, 3, 0, 0, 1, 1, 4, 2]","[-4, 0, 1, 1, 2, 2, 1, 4, 3, 0, 1, 1, 0, 0, 1]","[0, 1, 0]","[[{1, 5}, {2, 4}, {3}], [{2, 5}, {1, 4}, {3}], [{2, 5}, {3, 4}, {1}], [{2, 5}, {4}, {1, 3}], [{2, 5}, {4}, {3}, {1}], [{4, 5}, {3}, {1, 2}]]",1,4 K_1^2 K_2 - 8 K_1^2 - 2 K_1 K_3 + 3 K_2 + 2,-448*K1**4 - 608*K1**2*K2**2 + 944*K1**2*K2 - 520*K1**2 + 192*K1*K2**3*K3 + 784*K1*K2*K3 + 80*K1*K3*K4 - 32*K2**4*K4**2 + 96*K2**4*K4 - 304*K2**4 + 32*K2**3*K4*K6 - 192*K2**2*K3**2 - 96*K2**2*K4**2 + 232*K2**2*K4 - 8*K2**2*K6**2 - 436*K2**2 + 80*K2*K3*K5 + 32*K2*K4*K6 - 296*K3**2 - 118*K4**2 - 16*K5**2 - 4*K6**2 + 604,"<a href=""/flatknot/5.11"">5.11</a>",5.11
"<a href=""/flatknot/5.12"">5.12</a>",O1O2O3O4O5U1U5U4U3U2,"[[ 0 -4  1  1  1  1]
 [ 4  0  4  3  2  1]
 [-1 -4  0  0  0  0]
 [-1 -3  0  0  0  0]
 [-1 -2  0  0  0  0]
 [-1 -1  0  0  0  0]]","[[ 0  1  1  1  1 -4]
 [-1  0  0  0  0 -1]
 [-1  0  0  0  0 -2]
 [-1  0  0  0  0 -3]
 [-1  0  0  0  0 -4]
 [ 4  1  2  3  4  0]]",True,"[-1, -1, -1, -1, 4, 0, 0, 0, 1, 0, 0, 2, 0, 3, 4]","[-4, 1, 1, 1, 1, 1, 2, 3, 4, 0, 0, 0, 0, 0, 0]",t^{5} + 30 t^{3},t^{6} + 50 t^{4} + 20 t^{2},"[-4, 1, 1, 1, 1, 1, 2, 3, 4, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, 4, 0, 0, 0, 1, 0, 0, 2, 0, 3, 4]","[-4, 1, 1, 1, 1, 1, 2, 3, 4, 0, 0, 0, 0, 0, 0]","[0, 1, 0]","[[{1, 5}, {2, 4}, {3}], [{2, 5}, {3, 4}, {1}], [{3, 5}, {4}, {1, 2}]]",1,- 2 K_2^2 + K_4,-128*K1**2 + 160*K1*K3*K4 + 96*K1*K4*K5 - 32*K2**2 + 64*K2*K3*K5 - 112*K3**2 - 8*K4**4 + 8*K4**2*K8 - 128*K4**2 - 80*K5**2 - 2*K8**2 + 160,"<a href=""/flatknot/5.12"">5.12</a>",5.12
